First Name,Last Name,Phone,Country,College,Enrollment Status,Counsellor,Fee Currency,Fee Amount,Fee Paid,Balance Due,Fee Payment Status,Student ID,Deadline Date
Solomon,MUMBA,+234017636022,Nigeria,Amity Noida,Active,Vivek,USD,3000,0,,,EDO5538,04-12-2024
FAITH,TOURE,,Tanzania,LPU,Enrolled,priya,USD,3000,867,,,EDO9570,06-09-2024
Kwame,BEKELE,+255 675 036 533,Tanzania,lpu,Enrolled,Vivek,,"$2,000",2000,,,EDO6485,21-07-2024
AMARA,APPIAH,+234 896 845 521,Nigeria,LPU,Enrolled,Unknown,,INR 75000,0,,,EDO6798,09-01-2026
Zanele,Alemu,+260417822242,Zambia,Sharda University,On Hold,Abdul,,USD 1000,653,,,EDO4020,10-Feb-2025
Femi,Appiah,+256064588860,Uganda,Sharda University,Deferred,Manan,USD,2500,928,,,EDO7620,02-Jan-2024
WANJIRU,MTHEMBU,+237697453674,Cameroon,SRM Chennai,On Hold,Priya,,$750,750,,,EDO4278,25-07-2026
njoroge,obi,+250239270262,Rwanda,manipal university,Dropped,vivek,,USD 2000,2000,,,EDO4713,28-10-2025
Amira,MABASO,+237553605474,Cameroon,AMITY UNIVERSITY,Dropped,vivek,USD,2000,0,,,EDO5344,16-05-2026
BINTA,Barry,,Kenya,VIT UNIVERSITY,Active,Priya,USD,1500,0,,,EDO1475,26-06-2026
TENDAI,Diallo,,Cameroon,SRM Chennai,In Progress,Abdul,,INR 75000,0,,,EDO9135,13-11-2026
Amira,Abebe,,Zimbabwe,manipal university,Pending,Manan,Rs,1500,1500,,,EDO8292,28-04-2025
ADAEZE,Gyasi,452125425,Kenya,upes,Pending,manan,,USD 1000,258,,,EDO2911,10-10-2025
ADAEZE,HAILE,78421658,Nigeria,lpu,In Progress,Manan,,Rs.75000,75000,,,EDO5894,01-05-2026
ebuka,Kebede,+254055991504,Kenya,BENNETT UNIVERSITY,On Hold,Mayank,,1000 USD,0,,,EDO6058,08-11-2026
HALIMA,Obi,466334560,Cameroon,lpu,Inactive,AKSHAY,,USD 3000,0,,,EDO8040,13-11-2024
AMIRA,OWUSU,+256270445782,Uganda,Chitkara University,Enrolled,AKSHAY,INR,75000,9615,,,EDO4154,31-05-2025
Hope,PHIRI,,Zambia,amity university,Waitlisted,Abdul,,"$1,000",96,,,EDO5700,16-06-2026
Moses,Mabaso,237585466533,Cameroon,UPES,On Hold,Abdul,USD,1000,532,,,EDO6075,03-Jul-2025
Emmanuel,Owusu,,Zambia,lovely professional university,Pending,VIVEK,,"$2,000",0,,,EDO3140,03-Nov-2026
Halima,,233255735444,Ghana,,Active,MANAN,usd,60000,0,,,EDO1975,07-11-2024
kwame,,+237170139115,Cameroon,LOVELY PROFESSIONAL UNIVERSITY,In Progress,Manan,,USD 1000,0,,,EDO6134,23-08-2026
emeka,njoroge,+237843459042,Cameroon,UPES,Waitlisted,Priya,,Rs.45000,0,,,EDO1021,18-10-2024
Esther,ACHIENG,657771884,Malawi,Lovely Professional University,Enrolled,Priya,USD,2500,2500,,,EDO1331,24-02-2025
nkechi,ampofo,,Rwanda,LOVELY PROFESSIONAL UNIVERSITY,Enrolled,manan,USD,2000,1016,,,EDO6703,18-03-2026
Ebuka,camara,732948983,Malawi,Lovely Professional University,Active,Abdul,,75000 INR,75000,,,EDO7843,23-04-2026
femi,Tesfaye,+267974098267,Botswana,Amity Noida,Applied,VIVEK,,3000 USD,156,,,EDO6143,07-11-2026
MUTUA,Gyasi,+233065446357,Ghana,SRM University,Inactive,VIVEK,,Rs.60000,41255,,,EDO5264,06-09-2024
kwame,MENSAH,+250 342 476 077,Rwanda,Bennett University,Pending,Manan,,Rs.45000,37049,,,EDO3174,02-02-2024
Hope,,,Uganda,Sharda University,Applied,Mayank,,45000 INR,0,,,EDO4572,08-Jan-2024
BINTA,Tadesse,+27292503825,South Africa,bennett university,Enrolled,Not Found,,USD 750,428,,,EDO5144,20-07-2026
Ibrahim,SITHOLE,260307557073,Zambia,SRM Chennai,Applied,Mayank,,1000 USD,0,,,EDO8940,22-08-2025
YUSUF,Ndiaye,+250354601468,Rwanda,BENNETT UNIVERSITY,Applied,akshay,USD,3000,371,,,EDO4473,06-08-2026
ABRAHAM,barry,251008067555,Ethiopia,UPES,Active,Vivek,,USD 750,222,,,EDO1699,15-04-2026
SOLOMON,adjei,+254 564 935 483,Kenya,vit university,Deferred,Abdul,USD,2500,556,,,EDO3804,21-09-2026
Nkechi,ndiaye,+267 852 342 641,Botswana,srm chennai,Deferred,Akshay,,USD 750,0,,,EDO7127,26-04-2026
Ngozi,Appiah,237880735238,Cameroon,sharda university,Active,Abdul,USD,2500,0,,,EDO9755,07-Aug-2024
NIA,bello,27543482151,South Africa,Lovely Professional University,Enrolled,abdul,,USD 750,0,,,EDO8004,01-02-2024
tendai,,254101848774,Kenya,UPES,Enrolled,Vivek,,"$2,500",0,,,EDO6209,14-08-2024
Wanjiru,Balde,+267655887883,Botswana,Amity University,Enrolled,Not Assigned,,"$2,500",0,,,EDO6820,25-10-2025
joy,GYASI,803365299,Zimbabwe,Manipal University,In Progress,priya,,75000 INR,0,,,EDO7138,16-05-2024
VICTOR,DLAMINI,888988997,Kenya,SRM University,Deferred,MANAN,usd,1500,1500,,,EDO1747,11-01-2026
esther,,+251215356007,Ethiopia,UPES,Inactive,Manan,USD,750,151,,,EDO1768,21-10-2025
Ruth,Khumalo,27473504457,South Africa,MANIPAL UNIVERSITY,In Progress,Mayank,INR,60000,14008,,,EDO6807,24-11-2026
rutendo,OKEKE,+237 650 424 829,Cameroon,SRM UNIVERSITY,Enrolled,MAYANK,,75000 INR,19718,,,EDO6622,19-08-2026
SOLOMON,BALDE,+265581441268,Malawi,,Deferred,MANAN,$,1500,1500,,,EDO8684,23-05-2024
Aminata,,+250669052539,Rwanda,LPU,Enrolled,Mayank,,USD 1000,1000,,,EDO4771,22-09-2025
Ade,ASANTE,264531620,South Africa,UPES,Pending,Akshay,USD,1500,0,,,EDO3230,02-01-2025
RUTH,Mvula,+27 469 222 958,South Africa,bennett university,Enrolled,manan,,Rs.75000,48663,,,EDO2577,24-02-2025
wanjiru,Cele,,Ethiopia,Amity Noida,On Hold,Unknown,USD,750,88,,,EDO9471,10-05-2024
halima,Fall,+234194176758,Nigeria,UPES,Pending,Manan,,1000 USD,209,,,EDO4337,25-05-2026
MWANGI,BELLO,181459311,Rwanda,lpu,Inactive,Vivek,USD,60000,39593,,,EDO2349,05-12-2026
Nkechi,kariuki,856372321,Zambia,Amity Noida,Applied,Priya,usd,3000,3000,,,EDO3104,19-03-2026
Thabo,Okafor,+255004892045,Tanzania,Sharda University,Pending,Unknown,USD,750,750,,,EDO4400,15-11-2024
Otieno,Fall,+251099627303,Ethiopia,LOVELY PROFESSIONAL UNIVERSITY,Enrolled,Not Assigned,Rs,45000,45000,,,EDO9596,14-01-2024
ESTHER,Bekele,260646752960,Zambia,Chitkara University,Applied,Not Assigned,,"$2,000",1679,,,EDO4995,13-04-2026
Emeka,okafor,,Zimbabwe,Manipal University,Active,Unknown,,USD 1500,397,,,EDO2374,19-04-2025
Njoroge,Eze,27999274693,South Africa,SRM UNIVERSITY,Applied,Not Found,USD,750,334,,,EDO8550,03-05-2024
Nomsa,BELLO,+250615107197,Rwanda,MANIPAL UNIVERSITY,Enrolled,Manan,,USD 2500,0,,,EDO4471,26-09-2024
mwangi,adjei,+256508613305,Uganda,chitkara university,Enrolled,akshay,,USD 1000,772,,,EDO4545,15-09-2024
Mutua,MUMBA,,South Africa,LOVELY PROFESSIONAL UNIVERSITY,Active,Manan,USD,750,750,,,EDO1607,08-03-2025
tunde,OKEKE,234526250164,Nigeria,lovely professional university,Deferred,priya,INR,60000,3175,,,EDO1184,23-02-2024
Chisom,dlamini,+264893766185,Namibia,Chitkara University,Waitlisted,Priya,,USD 3000,0,,,EDO5241,28-10-2025
KEMI,balde,260002068306,Zambia,srm chennai,Enrolled,ABDUL,,INR 45000,45000,,,EDO1099,19-12-2026
chisom,,559392542,Tanzania,VIT University,Deferred,Not Assigned,,USD 1500,564,,,EDO8668,01-09-2025
Faith,bekele,+251452412239,Ethiopia,Not Assigned,Enrolled,Unknown,INR,3000,0,,,EDO9934,22-11-2024
omar,Kebede,251647677246,Ethiopia,LPU,Inactive,Mayank,USD,2500,163,,,EDO5704,24-05-2026
Ade,Mbewe,,Namibia,Sharda University,Pending,Abdul,,USD 1500,380,,,EDO4414,02-04-2024
JOY,kamau,254576236048,Kenya,SRM Chennai,Enrolled,Manan,,75000 INR,3249,,,EDO5610,26-03-2025
olumide,Sithole,+267 824 744 955,Botswana,srm chennai,Enrolled,Priya,USD,750,0,,,EDO4643,10-02-2026
Kariuki,wanjiru,,Rwanda,AMITY NOIDA,Applied,MANAN,,USD 1500,1135,,,EDO5925,03-05-2024
esther,FALL,27514254028,South Africa,Amity University,Pending,Priya,,USD 3000,0,,,EDO7942,13-06-2025
kemi,Owino,+233729022933,Ghana,SHARDA UNIVERSITY,Inactive,PRIYA,INR,75000,0,,,EDO7213,10-11-2025
MUSA,Adjei,,Ghana,AMITY NOIDA,Enrolled,Manan,,"$3,000",288,,,EDO6879,01-10-2026
Mutua,abebe,932151706,Ethiopia,Amity Noida,Enrolled,Priya,,"$3,000",2475,,,EDO6180,12-11-2024
OTIENO,TOURE,,Kenya,LPU,On Hold,Manan,,"$1,000",25,,,EDO7133,02-01-2026
Abena,Tesfaye,,Tanzania,SRM UNIVERSITY,Enrolled,Priya,,"$3,000",550,,,EDO2293,06-12-2026
daniel,Ndiaye,+255481712577,Tanzania,VIT University,Inactive,Priya,,USD 3000,3000,,,EDO4812,31-08-2024
ngozi,Balde,81506928,Nigeria,,Enrolled,MAYANK,,INR 60000,0,,,EDO2182,15-02-2024
Abraham,Okeke,+260824772105,Zambia,BENNETT UNIVERSITY,Enrolled,Mayank,USD,1500,388,,,EDO7958,29-07-2025
RUTH,,255182445767,Tanzania,Manipal University,Active,Unknown,,USD 750,68,,,EDO8024,22-04-2026
NJOROGE,Boateng,706613669,Nigeria,Amity University,Pending,Abdul,USD,1500,594,,,EDO9454,31-08-2026
Nkechi,Abebe,+250802405628,Rwanda,Chitkara University,Inactive,AKSHAY,USD,2500,1471,,,EDO2417,26-03-2024
OTIENO,BOATENG,928722335,Namibia,upes,Applied,VIVEK,,USD 750,0,,,EDO4983,18-02-2025
Moses,Ampofo,+255122417475,Tanzania,srm university,Enrolled,Vivek,USD,1500,0,,,EDO3102,25-06-2026
hope,annan,557774386,Ghana,AMITY UNIVERSITY,Enrolled,MANAN,USD,45000,45000,,,EDO6199,11-09-2025
Solomon,Mwangi,+256 614 537 165,Uganda,Bennett University,Waitlisted,Abdul,Rs,1500,0,,,EDO3838,25-08-2024
NIA,Toure,,Botswana,Not Assigned,In Progress,Priya,,USD 1000,295,,,EDO5098,29-05-2026
HALIMA,kebede,+264162467309,Namibia,SRM Chennai,On Hold,Manan,INR,45000,0,,,EDO3609,03-08-2026
CHISOM,Diop,264613917854,Namibia,SRM CHENNAI,Inactive,Unknown,,"$1,500",0,,,EDO2860,22-01-2026
FEMI,Zulu,233061415582,Ghana,MANIPAL UNIVERSITY,Active,Vivek,USD,2000,2000,,,EDO2732,12-06-2024
Emeka,Adeyemi,255792821122,Tanzania,Bennett University,Applied,Mayank,,INR 60000,60000,,,EDO4385,27-03-2024
AMIRA,Eze,+267507099632,Botswana,SRM Chennai,Deferred,manan,,USD 2000,0,,,EDO2987,02-07-2026
Sipho,Tesfaye,15077088,Tanzania,sharda university,Pending,Mayank,INR,45000,45000,,,EDO6592,16-11-2025
YUSUF,BEKELE,234630128421,Nigeria,SRM UNIVERSITY,Enrolled,Akshay,,USD 1000,0,,,EDO6982,09-03-2026
Olumide,Zungu,83091117,Malawi,srm chennai,Applied,Akshay,,"$1,000",469,,,EDO3816,06-05-2024
Amara,Otieno,+267075307521,Botswana,LPU,Pending,Vivek,,"$1,000",233,,,EDO4959,05-06-2025
halima,MVULA,+256146591037,Uganda,,Enrolled,mayank,,USD 2000,626,,,EDO3783,29-04-2026
Nia,,+263711909046,Zimbabwe,Chitkara University,Deferred,Unknown,,USD 2000,1594,,,EDO9688,08-04-2026
Kariuki,MBEWE,,Tanzania,Chitkara University,Active,Mayank,USD,750,339,,,EDO4571,22-06-2025
Amara,Mwangi,265581703860,Malawi,Lovely Professional University,Active,Akshay,USD,1500,1166,,,EDO3375,05-07-2024
YEMI,balde,458172406,South Africa,SRM Chennai,In Progress,Mayank,,INR 45000,45000,,,EDO2945,13-12-2025
ESTHER,TOURE,+251 465 611 545,Ethiopia,Amity Noida,On Hold,Priya,,"$1,500",1500,,,EDO7238,01-01-2024
Abraham,,+256 094 596 634,Uganda,UPES,Waitlisted,Akshay,,"$2,500",128,,,EDO9320,18-01-2024
NJOROGE,,130852204,Nigeria,SRM Chennai,Active,Manan,$,2000,198,,,EDO1750,29-04-2024
wanjiru,CAMARA,+267566360111,Botswana,Amity University,Deferred,Unknown,,2000 USD,0,,,EDO7784,28-11-2025
Ngozi,Toure,+256467475141,Uganda,UPES,Active,MANAN,INR,60000,7026,,,EDO1782,03-Apr-2024
Ibrahim,khumalo,,Uganda,UPES,Pending,Abdul,USD,750,0,,,EDO3942,01-Jan-2024
MWANGI,MWALE,+251 924 096 777,Ethiopia,AMITY NOIDA,Waitlisted,vivek,,"$1,000",1000,,,EDO5469,01-01-2025
Fatima,Nwachukwu,234168317227,Nigeria,Bennett University,Enrolled,Vivek,,Rs.45000,4579,,,EDO7148,13-04-2024
KOFI,Haile,477775939,Cameroon,Lovely Professional University,Enrolled,AKSHAY,,1000 USD,0,,,EDO8884,01-Aug-2024
DANIEL,DIOP,+233 971 628 668,Ghana,srm university,Waitlisted,Vivek,,750 USD,82,,,EDO3567,04-12-2024
Otieno,fall,560850177,Zimbabwe,Lovely Professional University,In Progress,Abdul,,USD 1000,18,,,EDO7571,10-06-2026
VICTOR,Mwale,483874957,Malawi,UPES,Active,Mayank,,2000 USD,2000,,,EDO2265,09-12-2024
EMEKA,OKAFOR,+256962977436,Uganda,AMITY NOIDA,Pending,Unknown,$,2500,2500,,,EDO3243,24-03-2025
Faith,Diop,727493361,Ghana,BENNETT UNIVERSITY,Enrolled,Priya,,INR 75000,33070,,,EDO1496,17-06-2026
Ade,mthembu,+27 969 168 329,South Africa,UPES,Dropped,MAYANK,USD,750,148,,,EDO5192,02-03-2025
Grace,kariuki,+237793329646,Cameroon,LPU,Deferred,Manan,USD,3000,3000,,,EDO1698,03-Nov-2025
Kamau,,+251 431 325 868,Ethiopia,Sharda University,Enrolled,Akshay,,USD 750,750,,,EDO1894,21-11-2026
Amira,NKOSI,+234 729 228 310,Nigeria,,Enrolled,Vivek,,USD 2500,2500,,,EDO3289,27-11-2025
ZARA,kebede,+234 950 189 664,Nigeria,lpu,Dropped,Manan,USD,750,0,,,EDO4093,17-09-2024
GRACE,Diallo,856219367,Botswana,LOVELY PROFESSIONAL UNIVERSITY,Inactive,Not Assigned,,1500 USD,1500,,,EDO9244,28-04-2026
Olumide,TADESSE,+234631359520,Nigeria,Sharda University,Enrolled,abdul,USD,1500,1500,,,EDO6880,14-01-2025
kofi,Dike,819301591,Kenya,BENNETT UNIVERSITY,Deferred,Not Assigned,USD,1000,0,,,EDO5323,22-10-2024
hassan,MUTUA,260781799709,Zambia,chitkara university,Active,Vivek,USD,3000,538,,,EDO7105,26-05-2024
Abena,toure,+260919824891,Zambia,UPES,Enrolled,Not Found,,3000 USD,3000,,,EDO6873,13-06-2024
IBRAHIM,Mabaso,+27767607032,South Africa,Bennett University,Active,mayank,,USD 2500,2500,,,EDO2238,23-03-2024
NKECHI,NJOROGE,265446926378,Malawi,SRM CHENNAI,In Progress,Priya,,USD 1000,585,,,EDO5052,18-05-2024
Yemi,Kapinga,+27601573549,South Africa,sharda university,Waitlisted,Mayank,,"$1,000",0,,,EDO8802,05-01-2024
otieno,ALEMU,+264795847005,Namibia,UPES,Enrolled,akshay,USD,1000,1000,,,EDO6273,30-10-2024
Chidi,njoroge,+255 244 073 882,Tanzania,Amity University,In Progress,Abdul,,$750,141,,,EDO9579,22-12-2025
FEMI,camara,+260024123358,Zambia,Bennett University,Pending,Abdul,,1000 USD,0,,,EDO5220,26-08-2024
AMARA,Ndlovu,251868440912,Ethiopia,SRM UNIVERSITY,On Hold,Unknown,INR,45000,0,,,EDO2798,22-07-2025
Halima,KAMAU,237196234024,Cameroon,LPU,Enrolled,ABDUL,,USD 2500,297,,,EDO5197,12-Feb-2026
Ade,NKOSI,+255 790 357 889,Tanzania,SHARDA UNIVERSITY,Pending,Vivek,USD,2000,2000,,,EDO1311,17-08-2025
Grace,Mumba,785541379,South Africa,Manipal University,Enrolled,Manan,USD,1500,1169,,,EDO4285,20-07-2025
amira,Mumba,+256406820703,Uganda,SRM Chennai,On Hold,Not Found,,"$2,500",0,,,EDO5753,18-09-2024
Amira,tesfaye,,Botswana,srm university,In Progress,vivek,,"$2,500",2500,,,EDO8193,08-09-2025
EMEKA,nkosi,+237 123 418 052,Cameroon,LOVELY PROFESSIONAL UNIVERSITY,Enrolled,Priya,INR,2500,0,,,EDO6794,15-10-2025
ruth,Okafor,264771689115,Namibia,LPU,Inactive,VIVEK,INR,45000,0,,,EDO4032,20-08-2024
Solomon,Mumba,+256172985439,Uganda,amity university,Pending,PRIYA,INR,60000,60000,,,EDO8055,01-Jun-2026
Njoroge,,+263980424537,Zimbabwe,LPU,Deferred,Abdul,INR,60000,60000,,,EDO3910,10-08-2025
LEBO,NKOSI,645978843,Rwanda,Sharda University,Inactive,Manan,,USD 1000,473,,,EDO4540,08-06-2024
omar,GIRMA,288230551,Malawi,UPES,Deferred,MANAN,USD,75000,11832,,,EDO8171,01-04-2026
kwame,mumba,,Zimbabwe,LOVELY PROFESSIONAL UNIVERSITY,Active,Priya,usd,60000,60000,,,EDO2477,27-06-2025
aminata,Toure,+237486802225,Cameroon,VIT UNIVERSITY,Enrolled,MANAN,INR,45000,45000,,,EDO5115,24-07-2024
kwame,Nwosu,318915935,South Africa,Amity University,Inactive,Unknown,Rs,60000,5623,,,EDO8850,14-01-2026
HASSAN,Boateng,260315048,Namibia,,Pending,abdul,,INR 45000,8693,,,EDO1001,17-04-2026
IBRAHIM,ANNAN,234844056893,Nigeria,LPU,On Hold,Abdul,USD,750,178,,,EDO1925,09-12-2024
Kamau,Diop,677047905,Kenya,Amity Noida,Deferred,akshay,,Rs.45000,0,,,EDO8893,25-11-2024
Binta,boateng,+27787423579,South Africa,VIT University,Pending,Priya,,INR 60000,46711,,,EDO5477,12-03-2025
Solomon,mutua,,Cameroon,Sharda University,Applied,PRIYA,INR,45000,45000,,,EDO3762,12-Feb-2025
DANIEL,OMONDI,263519264786,Zimbabwe,sharda university,Applied,Akshay,,Rs.60000,20700,,,EDO3718,20-10-2026
Fatima,,+255 914 376 270,Tanzania,chitkara university,Enrolled,manan,$,750,352,,,EDO2998,07-05-2026
Peace,BANDA,+237932056755,Cameroon,Amity University,Dropped,Akshay,,Rs.75000,5345,,,EDO9193,24-09-2024
EBUKA,Tesfaye,+237903541273,Cameroon,SRM Chennai,Active,Akshay,inr,1000,256,,,EDO4989,15-10-2025
Aisha,Bello,163197358,Rwanda,Chitkara University,Enrolled,Manan,Rs,3000,1408,,,EDO5099,19-04-2026
KWAME,Sithole,376803577,Malawi,Amity University,On Hold,MAYANK,USD,2500,0,,,EDO8779,02-05-2026
fatima,OKAFOR,263658538606,Zimbabwe,amity noida,Pending,Not Assigned,,INR 60000,7869,,,EDO9314,03-04-2025
Omar,Okafor,+27 749 296 075,South Africa,LPU,Enrolled,AKSHAY,$,60000,0,,,EDO5940,23-06-2026
Kofi,HAILE,861915714,Rwanda,SRM UNIVERSITY,Active,Abdul,USD,750,588,,,EDO4245,22-08-2025
NGOZI,nwosu,263698054170,Zimbabwe,LOVELY PROFESSIONAL UNIVERSITY,Pending,mayank,$,750,750,,,EDO8689,14-11-2026
Mwangi,Quartey,+250583829693,Rwanda,Not Assigned,Active,priya,,USD 750,0,,,EDO9398,25-07-2026
blessing,ZUNGU,,Botswana,AMITY NOIDA,Inactive,Unknown,,USD 3000,716,,,EDO2646,21-08-2026
Kofi,Ndiaye,+237256457341,Cameroon,AMITY UNIVERSITY,Enrolled,Akshay,,2500 USD,672,,,EDO4581,01-Feb-2024
Kamau,Gyasi,+234033619319,Nigeria,SRM University,In Progress,Priya,,USD 750,134,,,EDO3125,19-02-2025
Wanjiru,Owino,687375102,Rwanda,Lovely Professional University,Dropped,Priya,,1000 USD,132,,,EDO7358,12-05-2026
olumide,Annan,+234672832123,Nigeria,amity university,On Hold,PRIYA,USD,2000,2000,,,EDO6694,26-11-2025
Amira,Cele,+254315140862,Kenya,Amity University,Deferred,vivek,,USD 750,291,,,EDO6533,27-02-2026
Yemi,Appiah,+251 822 040 982,Ethiopia,srm chennai,Inactive,Akshay,USD,1000,0,,,EDO7485,25-11-2026
Fatima,OTIENO,,Botswana,MANIPAL UNIVERSITY,Pending,Mayank,$,1000,26,,,EDO5836,08-08-2024
emeka,Alemu,256939026843,Uganda,chitkara university,Waitlisted,Not Found,Rs,1500,1500,,,EDO2851,24-05-2024
YUSUF,DLAMINI,,South Africa,SRM University,Enrolled,Not Found,USD,2500,2500,,,EDO6681,13-03-2024
zara,BEKELE,+267906967946,Botswana,sharda university,Pending,mayank,INR,75000,1664,,,EDO3069,22-08-2026
Ibrahim,mbewe,+267218647345,Botswana,BENNETT UNIVERSITY,Inactive,Vivek,USD,750,0,,,EDO9936,10-08-2026
samuel,Ampofo,+256878524931,Uganda,Manipal University,Enrolled,Abdul,,INR 45000,7850,,,EDO6628,14-03-2025
Grace,Mthembu,+255 770 376 681,Tanzania,SRM University,Deferred,Priya,,"$1,000",1000,,,EDO3460,22-03-2025
Fatima,Dlamini,+260410232834,Zambia,Amity Noida,On Hold,Abdul,,45000 INR,45000,,,EDO9624,22-02-2025
OTIENO,MOKOENA,,Zimbabwe,,Applied,Priya,USD,750,290,,,EDO6774,08-06-2026
Tendai,ASANTE,+233 452 979 436,Ghana,VIT UNIVERSITY,Inactive,Unknown,,USD 2500,1447,,,EDO4363,04-11-2026
Zanele,adjei,+255002829432,Tanzania,Manipal University,Dropped,Vivek,inr,1500,1500,,,EDO4304,03-09-2026
Solomon,kamau,+267210000109,Botswana,lpu,Dropped,Akshay,,60000 INR,6878,,,EDO5050,23-09-2024
Ruth,Mokoena,264287985107,Namibia,Sharda University,Enrolled,Manan,,USD 750,750,,,EDO4618,17-08-2026
Kamau,Okeke,250655115315,Rwanda,srm chennai,Enrolled,Manan,,USD 2000,393,,,EDO9732,09-05-2026
esther,Fall,250009707709,Rwanda,amity noida,Inactive,Vivek,,Rs.75000,15624,,,EDO7369,10-09-2024
WANJIRU,FALL,264428765159,Namibia,VIT University,Enrolled,MAYANK,,USD 1500,1231,,,EDO1182,28-05-2024
Mutua,Adeyemi,233619446068,Ghana,upes,Pending,Abdul,,USD 2500,1438,,,EDO8865,09-07-2024
Olumide,adeyemi,+267 586 295 524,Botswana,Amity Noida,Pending,Manan,USD,750,42,,,EDO3025,06-10-2025
TUNDE,Owino,647539558,Zambia,Chitkara University,Pending,MANAN,,INR 75000,18165,,,EDO1462,21-11-2025
NOMSA,,+233969332211,Ghana,AMITY UNIVERSITY,Enrolled,Priya,USD,1500,1500,,,EDO6034,17-08-2025
IBRAHIM,AMPOFO,+256793187906,Uganda,SRM University,Enrolled,vivek,,Rs.75000,21145,,,EDO6241,13-11-2025
olumide,barry,233507782821,Ghana,srm university,Applied,Mayank,INR,75000,12601,,,EDO9914,07-08-2024
ade,asante,263459325331,Zimbabwe,VIT University,Applied,Unknown,,"$2,500",205,,,EDO5849,15-06-2025
zara,Mwangi,256579875829,Uganda,UPES,Active,Mayank,,Rs.45000,35157,,,EDO8142,09-May-2025
Wanjiru,KHUMALO,+27927692285,South Africa,Sharda University,Pending,PRIYA,,INR 60000,6660,,,EDO5713,21-10-2026
mwangi,Otieno,+267354697648,Botswana,Lovely Professional University,Waitlisted,mayank,$,2000,1691,,,EDO3727,02-09-2025
Sipho,Diallo,849104859,Uganda,Bennett University,Dropped,MANAN,,USD 2500,672,,,EDO8761,28-05-2025
fatima,nwosu,233432295662,Ghana,Amity University,Deferred,Mayank,INR,60000,20971,,,EDO5069,18-02-2024
aminata,mensah,543602262,Nigeria,BENNETT UNIVERSITY,Waitlisted,Mayank,,INR 60000,32295,,,EDO6476,08-10-2024
Kofi,mwangi,+264 743 371 094,Namibia,upes,Pending,Vivek,,USD 2000,520,,,EDO4238,24-10-2024
HOPE,Achieng,,Namibia,Amity University,Inactive,Abdul,USD,2000,597,,,EDO5941,13-05-2024
blessing,Bello,,Tanzania,LPU,Enrolled,Manan,USD,3000,0,,,EDO6218,16-09-2026
Ibrahim,Ampofo,+256530497608,Uganda,upes,Active,Mayank,USD,2500,1593,,,EDO4961,14-08-2024
joy,Quartey,+250151520992,Rwanda,SRM Chennai,In Progress,Vivek,,Rs.45000,25303,,,EDO3643,08-01-2025
ibrahim,kebede,,Uganda,Chitkara University,In Progress,priya,usd,45000,0,,,EDO6972,16-01-2025
Kwame,Camara,+234 406 514 024,Nigeria,LPU,Active,VIVEK,INR,75000,11682,,,EDO8834,09-02-2024
Kariuki,Annan,+256 040 686 628,Uganda,Amity University,In Progress,Vivek,USD,2500,2500,,,EDO7915,15-07-2025
Hassan,Abebe,255904349426,Tanzania,Amity Noida,Deferred,Not Found,USD,3000,256,,,EDO9497,05-06-2026
Njoroge,khumalo,+27 556 187 153,South Africa,MANIPAL UNIVERSITY,Enrolled,Manan,USD,2000,2000,,,EDO7078,03-07-2024
Lebo,Barry,+234934593402,Nigeria,srm chennai,Active,mayank,inr,1500,1176,,,EDO3611,10-06-2024
Abena,abebe,+254218455011,Kenya,sharda university,Enrolled,Vivek,INR,45000,12794,,,EDO7217,30-07-2024
Isaac,MWALE,,Nigeria,amity noida,Active,Unknown,INR,3000,3000,,,EDO4317,11-09-2024
fatima,MBEWE,234768473798,Nigeria,VIT UNIVERSITY,Pending,PRIYA,$,1500,104,,,EDO3141,21-09-2024
tendai,KARIUKI,+263082940213,Zimbabwe,CHITKARA UNIVERSITY,Active,Priya,INR,45000,0,,,EDO2022,20-12-2026
Hassan,annan,+27 084 972 658,South Africa,Lovely Professional University,Enrolled,abdul,inr,750,0,,,EDO4289,31-07-2024
LEBO,Quartey,+234827197687,Nigeria,SRM UNIVERSITY,On Hold,Abdul,USD,2500,120,,,EDO3231,17-07-2025
adaeze,TOURE,+260128303874,Zambia,Amity Noida,Applied,Manan,Rs,60000,1046,,,EDO2158,20-09-2024
OTIENO,banda,+254 274 360 171,Kenya,Sharda University,Waitlisted,Manan,,60000 INR,36066,,,EDO6667,18-12-2024
binta,abebe,264714888581,Namibia,Sharda University,Active,Priya,INR,45000,45000,,,EDO2867,27-05-2024
aminata,Girma,+260114442927,Zambia,,Enrolled,VIVEK,,1500 USD,1500,,,EDO4563,16-09-2024
amara,GIRMA,+264 180 740 368,Namibia,lovely professional university,Enrolled,VIVEK,,USD 1000,1000,,,EDO4112,02-08-2026
THABO,UCHE,,Tanzania,Sharda University,Active,Manan,,Rs.45000,0,,,EDO5114,31-12-2025
njoroge,toure,,Malawi,LOVELY PROFESSIONAL UNIVERSITY,Enrolled,Vivek,,INR 60000,16364,,,EDO9194,31-01-2025
Omondi,Fall,265887596138,Malawi,UPES,Pending,Priya,,"$2,000",2000,,,EDO6532,26-09-2025
EMMANUEL,achieng,+260374992275,Zambia,SRM Chennai,Enrolled,Vivek,,USD 3000,322,,,EDO5801,15-05-2026
